id,genres
1133,"Adventure;Children's;Fantasy"
1134,"Drama"
1135,"Drama;Musical"
1136,"Drama"
1137,"Drama;Romance"
1138,"Action;Comedy;Crime;Drama"
1139,"Action;Crime;Thriller"
1140,"Comedy"
1141,"Documentary"
1142,"Documentary"
1143,"Crime;Thriller"
1144,"Drama"
1145,"Drama"
1146,"Drama"
1147,"Drama"
1148,"Drama"
1149,"Drama"
1150,"Drama"
1151,"Crime"
1152,"Romance;War"
1153,"Drama;Musical"
1154,"Sci-Fi"
1155,"Comedy;Romance"
1156,"Crime;Drama"
1157,"Horror"
1158,"Drama"
1159,"Mystery;Sci-Fi"
1160,"Drama;Romance"
1161,"Action;Drama"
1162,"Comedy"
1163,"Drama"
1164,"Children's"
1165,"Comedy;Drama"
1166,"Comedy"
1167,"Comedy"
1168,"Drama"
1169,"Drama"
1170,"Comedy;Drama"
1171,"Drama"
1172,"Comedy"
1173,"Drama;Romance"
1174,"Drama;Thriller"
1175,"Romance"
1176,"Drama;War"
1177,"Comedy"
1178,"Comedy"
1179,"Comedy"
1180,"Action;Comedy"
1181,"Action;Comedy"
1182,"Comedy"
1183,"Action;Comedy"
1184,"Documentary"
1185,"Comedy;War"
1186,"Comedy;Drama"
1187,"Crime"
1188,"Action;Comedy;Western"
1189,"Drama"
1190,"Comedy;Romance"
1191,"Crime;Drama"
1192,"Drama"
1193,"Drama"
1194,"Crime;Drama"
1195,"Drama"
1196,"Drama"
1197,"Comedy;Drama"
1198,"Crime;Thriller"
1199,"Comedy;Horror"
1200,"Children's;Drama"
1201,"Documentary"
1202,"Comedy"
1203,"Comedy;Musical;Romance"
1204,"Comedy;Drama;War"
1205,"Drama"
1206,"Comedy"
1207,"Thriller"
1208,"Crime;Drama;Thriller"
1209,"Comedy"
1210,"Sci-Fi;Thriller"
1211,"Drama;Romance"
1212,"Drama;Mystery;Romance"
1213,"Crime;Drama;Thriller"
1214,"Drama"
1215,"Action;Sci-Fi"
1216,"Romance"
1217,"Thriller"
1218,"Comedy"
1219,"Animation;Children's;Comedy;Romance"
1220,"Drama"
1221,"Drama"
1222,"Action"
1223,"Drama"
1224,"Drama"
1225,"Comedy"
1226,"Crime;Drama"
1227,"Drama"
1228,"Action"
1229,"Drama;Thriller"
1230,"Comedy"
1231,"Action;Drama"
1232,"Documentary"
1233,"Drama"
1234,"Comedy"
1235,"Crime"
1236,"Drama"
1237,"Comedy;Drama"
1238,"Drama"
1239,"Action;Adventure;Romance"
1240,"Animation;Sci-Fi"
1241,"Comedy;Drama"
1242,"Comedy"
1243,"Horror"
1244,"Action"
1245,"Crime"
1246,"Comedy"
1247,"Western"
1248,"Thriller"
1249,"Comedy"
1250,"Action"
1251,"Comedy"
1252,"Drama"
1253,"Thriller"
1254,"Comedy"
1255,"Drama"
1256,"Drama"
1257,"Drama"
1258,"Comedy;Romance"
1259,"Comedy;Romance"
1260,"Drama"
1261,"Drama"
1262,"Romance"
1263,"Drama"
1264,"Drama"
1265,"Drama"
1266,"Drama"
1267,"Drama"
1268,"Drama"
1269,"Comedy;Romance"
1270,"Comedy"
1271,"Comedy"
1272,"Comedy;Drama"
1273,"Drama;Thriller"
1274,"Sci-Fi;Thriller"
1275,"Thriller"
1276,"Drama"
1277,"Action;Crime"
1278,"Drama;Musical"
1279,"Adventure;Children's"
1280,"Crime"
1281,"Drama"
1282,"Drama"
1283,"Comedy"
1284,"Drama;Mystery"
1285,"Drama"
1286,"Comedy;Musical;Romance"
1287,"Comedy"
1288,"Comedy"
1289,"Romance"
1290,"Drama;Romance"
1291,"Comedy"
1292,"Children's;Fantasy"
1293,"Adventure;Children's;Fantasy;Sci-Fi"
1294,"Documentary"
1295,"Comedy;Drama"
1296,"Comedy;Drama"
1297,"Drama;Romance"
1298,"Comedy;Musical"
1299,"Drama;Romance"
1300,"Drama;Romance"
1301,"Comedy"
1302,"Comedy"
1303,"Action"
1304,"Action;Crime"
1305,"Comedy"
1306,"Drama"
1307,"Documentary"
1308,"Comedy;Drama"
1309,"Drama"
1310,"Drama"
1311,"Comedy;Drama"
1312,"Comedy;Drama"
1313,"Film-Noir;Mystery;Thriller"
1314,"Action;Adventure;Thriller"
1315,"Drama;Romance"
1316,"Drama"
1317,"Drama"
1318,"Documentary"
1319,"Drama"
1320,"Drama"
1321,"Comedy"
1322,"Comedy"
1323,"Drama"
1324,"Drama;Thriller"
1325,"Drama"
1326,"Drama"
1327,"Drama"
1328,"Drama"
1329,"Drama"
1330,"Drama"
1331,"Documentary"
1332,"Drama"
1333,"Comedy;Drama"
1334,"Drama"
1335,"Drama"
1336,"Children's;Comedy;Fantasy"
1337,"Comedy"
1338,"Drama"
1339,"Comedy;Drama"
1340,"Romance"
1341,"Drama"
1342,"Drama"
1343,"Drama"
1344,"Drama"
1345,"Drama"
1346,"Drama"
1347,"Drama"
1348,"Drama"
1349,"Comedy"
1350,"Drama"
1351,"Comedy"
1352,"Drama"
1353,"Romance"
1354,"Drama"
1355,"Drama"
1356,"Comedy"
1357,"Romance;War"
1358,"Action"
1359,"Drama"
1360,"Comedy"
1361,"Comedy"
1362,"Action"
1363,"Documentary"
1364,"Action"
1365,"Action;Drama"
1366,"Documentary;Drama"
1367,"Animation"
1368,"Drama"
1369,"Drama"
1370,"Drama;Thriller"
1371,"Comedy;Horror"
1372,"Action"
1373,"unknown"
1374,"Comedy"
1375,"Drama"
1376,"Comedy"
1377,"Comedy;Romance"
1378,"Documentary"
1379,"Romance"
1380,"Drama"
1381,"Drama"
1382,"Drama"
1383,"Adventure;Children's"
1384,"Drama"
1385,"Comedy;Romance"
1386,"Sci-Fi"
1387,"Romance"
1388,"Drama"
1389,"Drama"
1390,"Crime"
1391,"Drama"
1392,"Drama"
1393,"Action;Thriller"
1394,"Romance"
1395,"Drama"
1396,"Drama"
1397,"Drama"
1398,"Drama"
1399,"Thriller"
1400,"Drama;Romance"
1401,"Drama"
1402,"Drama"
1403,"Comedy;Drama"
1404,"Comedy"
1405,"Drama"
1406,"Drama;Romance"
1407,"Action"
1408,"Comedy"
1409,"Animation;Children's"
1410,"Drama"
1411,"Adventure;Sci-Fi"
1412,"Animation;Children's"
1413,"Action"
1414,"Action"
1415,"Action;Children's"
1416,"Action;Sci-Fi"
1417,"Drama"
1418,"Drama"
1419,"Action;Sci-Fi"
1420,"Comedy"
1421,"Drama"
1422,"Film-Noir;Thriller"
1423,"Drama;War"
1424,"Comedy;Drama;Romance"
1425,"Comedy;Drama"
1426,"Comedy;Drama"
1427,"Drama"
1428,"Comedy"
1429,"Drama;Romance"
1430,"Drama"
1431,"Thriller"
1432,"Drama"
1433,"Action;Drama"
1434,"Romance"
1435,"Comedy"
1436,"Drama;Romance"
1437,"Comedy"
1438,"Drama"
1439,"Crime;Drama"
1440,"Drama"
1441,"Drama;Romance"
1442,"Drama"
1443,"Drama"
1444,"Children's;Comedy;Mystery"
1445,"Drama"
1446,"Comedy"
1447,"Drama"
1448,"Drama"
1449,"Drama"
1450,"Adventure;Romance"
1451,"Thriller"
1452,"Comedy;Mystery"
1453,"Crime;Drama"
1454,"Western"
1455,"Western"
1456,"Comedy;Drama"
1457,"Comedy;Drama"
1458,"Comedy;Musical;Romance"
1459,"Musical"
1460,"Comedy;Drama"
1461,"Comedy"
1462,"Crime;Drama;Romance"
1463,"Comedy"
1464,"Drama"
1465,"Comedy;Drama"
1466,"Drama"
1467,"Drama"
1468,"Drama"
1469,"Adventure;Children's"
1470,"Animation;Children's"
1471,"Thriller"
1472,"Comedy;Sci-Fi"
1473,"Children's;Drama"
1474,"Comedy;Romance"
1475,"Comedy;Drama"
1476,"Film-Noir"
1477,"Horror;Thriller"
1478,"Action;Crime;Drama"
1479,"Comedy"
1480,"Adventure;Children's;Comedy"
1481,"Drama"
1482,"Documentary"
1483,"Action;Drama;Romance"
1484,"Action;Comedy"
1485,"Drama;Romance;War"
1486,"Drama"
1487,"Comedy;Romance"
1488,"Drama"
1489,"Comedy"
1490,"Comedy"
1491,"Action;Drama;Thriller"
1492,"Comedy"
1493,"Romance"
1494,"Comedy"
1495,"Drama"
1496,"Comedy;Crime"
1497,"Documentary"
1498,"Comedy"
1499,"Comedy"
1500,"Comedy"
1501,"War"
1502,"Comedy;Romance"
1503,"Adventure;Children's"
1504,"Comedy"
1505,"Crime;Drama"
1506,"Drama"
1507,"Comedy"
1508,"Drama;Thriller"
1509,"Comedy"
1510,"Crime"
1511,"Comedy"
1512,"Drama"
1513,"Comedy"
1514,"Drama"
1515,"Adventure;Romance"
1516,"Drama"
1517,"Drama"
1518,"Drama"
1519,"Crime;Drama"
1520,"Horror"
1521,"Comedy;Romance"
1522,"Thriller"
1523,"Action;Adventure"
1524,"Drama"
1525,"Comedy;Romance"
1526,"Drama;Romance;Thriller"
1527,"Comedy"
1528,"Drama"
1529,"War"
1530,"Drama"
1531,"Adventure;Children's"
1532,"Drama"
1533,"Drama"
1534,"Comedy;Crime"
1535,"Drama"
1536,"Drama"
1537,"Comedy"
1538,"Drama"
1539,"Drama"
1540,"Adventure;Children's"
1541,"Drama"
1542,"Drama"
1543,"Drama"
1544,"Comedy"
1545,"Drama;Romance"
1546,"Drama"
1547,"Documentary"
1548,"Action;Thriller"
1549,"Thriller"
1550,"Comedy"
1551,"Drama"
1552,"Action"
1553,"Mystery;Thriller"
1554,"Drama"
1555,"Adventure;Children's"
1556,"Action;Drama;Thriller"
1557,"Comedy;Drama"
1558,"Drama"
1559,"Action;Drama;Thriller"
1560,"Crime"
1561,"Documentary;Drama"
1562,"Documentary"
1563,"Romance"
1564,"Drama"
1565,"Drama"
1566,"Drama"
1567,"Comedy"
1568,"Comedy;Romance"
1569,"Comedy;Drama"
1570,"Comedy"
1571,"Drama"
1572,"Drama"
1573,"Horror"
1574,"War"
1575,"Drama"
1576,"Fantasy"
1577,"Drama"
1578,"Drama"
1579,"Thriller"
1580,"Romance"
1581,"Mystery"
1582,"Film-Noir"
1583,"Drama"
1584,"Drama"
1585,"Documentary"
1586,"Action;Crime;Drama"
1587,"Western"
1588,"Comedy;Drama"
1589,"Comedy"
1590,"Drama"
1591,"Drama"
1592,"Drama"
1593,"Comedy"
1594,"Documentary"
1595,"Action;Thriller"
1596,"Action;Sci-Fi;Thriller"
1597,"Action;Drama"
1598,"Crime;Thriller"
1599,"Drama"
1600,"Comedy"
1601,"Thriller"
1602,"Drama"
1603,"Drama"
1604,"Crime;Film-Noir;Thriller"
1605,"Comedy"
1606,"Crime"
1607,"Drama"
1608,"Adventure;Children's;Drama"
1609,"Comedy"
1610,"Action;Crime;Romance"
1611,"Comedy"
1612,"Romance"
1613,"Action;Drama"
1614,"Comedy;Drama"
1615,"Action;Adventure;Children's;Fantasy"
1616,"Drama"
1617,"Romance"
1618,"Action;Crime"
1619,"Drama"
1620,"Comedy"
1621,"Thriller"
1622,"Comedy"
1623,"Drama"
1624,"Thriller"
1625,"Horror;Thriller"
1626,"Comedy;Drama"
1627,"Comedy;Drama"
1628,"Drama"
1629,"Documentary"
1630,"Drama"
1631,"Comedy;Drama"
1632,"War"
1633,"Comedy;Drama"
1634,"Drama"
1635,"Drama"
1636,"Drama"
1637,"Drama"
1638,"Crime;Drama"
1639,"Drama"
1640,"Drama"
1641,"Documentary"
1642,"Drama"
1643,"Drama"
1644,"Comedy"
1645,"Drama"
1646,"Action;Drama"
1647,"Comedy;Crime;Drama"
1648,"Drama"
1649,"Comedy;Documentary"
1650,"Drama"
1651,"Drama;Thriller"
1652,"Romance"
1653,"Drama"
1654,"Comedy"
1655,"Comedy;Romance"
1656,"Comedy;Romance"
1657,"Action;Drama"
1658,"Drama"
1659,"Comedy"
1660,"Drama"
1661,"Drama"
1662,"Drama;Romance"
1663,"Drama;War"
1664,"Comedy"
1665,"Drama"
1666,"Drama"
1667,"Drama"
1668,"Comedy"
1669,"Crime;Drama;Mystery"
1670,"Comedy;Thriller"
1671,"Drama"
1672,"Drama"
1673,"Action;Thriller"
1674,"Drama"
1675,"Drama"
1676,"Drama"
1677,"Drama"
1678,"Drama"
1679,"Romance;Thriller"
1680,"Drama;Romance"
1681,"Comedy"
1682,"Drama"
